Device,Humidity,Temperature,Experiment,time,Pi
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:08:35.119394000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',23,39,1,2018-03-26 18:08:41.758032000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:08:50.925466000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:09:00.125481000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:09:06.797255000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:09:13.438062000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:09:20.078635000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:09:29.249940000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:10:02.831624000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:10:38.938745000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:11:12.521595000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',22,39,1,2018-03-26 18:11:46.102476000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:12:22.209949000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,39,1,2018-03-26 18:12:58.312388000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',21,40,1,2018-03-26 18:13:34.414846000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',20,40,1,2018-03-26 18:14:07.997570000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',20,41,1,2018-03-26 18:14:41.578937000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,40,1,2018-03-26 18:15:15.162859000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,40,1,2018-03-26 18:15:48.742280000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',20,40,1,2018-03-26 18:16:22.317711000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',20,41,1,2018-03-26 18:16:55.892918000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:17:29.467948000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,43,1,2018-03-26 18:18:03.052460000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:18:39.162094000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:19:12.736223000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:19:46.318791000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:20:19.900302000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:20:53.482876000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:21:27.060032000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:22:03.167146000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:22:36.743153000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:23:10.323203000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:23:43.907349000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:23:50.034882000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:23:57.936203000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:04.231000000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:09.404881000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:15.558749000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:24.123490000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:29.691975000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:35.269234000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:40.882253000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:24:57.038916000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:10.878823000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:19.163067000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:28.174187000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,41,1,2018-03-26 18:25:41.382345000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:47.462512000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:53.504969000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:25:59.576397000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:26:05.617042000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,41,1,2018-03-26 18:26:13.726663000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:26:19.311406000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:26:24.917203000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:26:33.088372000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:26:39.885207000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:26:45.927220000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:27:19.502549000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:27:53.082001000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:28:26.663113000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:29:02.770804000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:29:36.353439000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:30:09.927627000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:30:43.503355000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:31:17.085791000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:31:24.798610000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:31:31.439607000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',19,41,1,2018-03-26 18:31:40.206925000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:31:46.444938000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:31:49.998160000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:01.693765000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:08.317072000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:14.958374000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:24.126958999,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:28.798182000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:35.437293000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:44.606028000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:53.803848000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:32:57.917328000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:33:04.558368000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:33:11.208712000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:33:17.837111000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,41,1,2018-03-26 18:33:24.478395000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',18,42,1,2018-03-26 18:33:31.119373000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,41,1,2018-03-26 18:33:37.757126000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:33:44.397123000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:33:51.039317000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:34:00.206257000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:34:06.876190000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:34:13.517965000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:34:20.158537000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:34:29.325987000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:34:34.921065000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:34:44.921764000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:34:53.568582000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:35:04.211815000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:35:10.141325000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:35:15.709307000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,43,1,2018-03-26 18:35:26.340695000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:35:34.447382000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:35:40.203416000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:01.378448000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:13.026942000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:21.877227000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:27.939391000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:34.476381000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:43.409413000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:36:54.657641000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:00.396080000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:37:06.398751000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:12.059366000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:18.083458000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:24.203336000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:31.351971000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:37:39.618238000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:37:45.583191000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:38:19.162157000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:38:52.737252000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:39:26.317648000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:39:59.898918000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:40:33.473177000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:41:07.055077000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:41:40.636237000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,45,1,2018-03-26 18:41:56.758276000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,45,1,2018-03-26 18:42:06.189276000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,45,1,2018-03-26 18:42:21.693275000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,45,1,2018-03-26 18:42:28.293117000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:42:37.335287000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:42:49.025503000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:42:55.298620000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:01.034474000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:07.102601000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:15.217602000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:26.297622000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:41.525201000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:48.092838000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:43:54.202310000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:00.242743000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:06.272356000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,44,1,2018-03-26 18:44:12.299397000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:20.872421000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:27.731744000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:33.822512000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:44:40.299757000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:45:08.257817000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,43,1,2018-03-26 18:45:55.727362000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:46:28.434894000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:09.597887000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:15.838041000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:22.079288000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:33.371635000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:40.025050000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:46.239309000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:47:55.003822000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:02.126257000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:10.891653000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:17.564947000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:26.179112000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:33.403615000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:40.044203000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',15,42,1,2018-03-26 18:48:46.127178999,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:48:50.237130000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:48:59.405700000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:06.078057000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:12.718820000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:19.357080000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:28.525219000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:35.199326000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:41.837196000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:51.009504000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:49:57.113150000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:09.999241000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:16.637454000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:23.276289000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:33.326399000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:39.997039000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:46.637172000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:50:55.816002000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:05.006263000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:14.206138000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:20.879436000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:30.046829000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:36.719257000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:43.358011000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:51:52.524086000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:04.253156000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:10.878623000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:17.518150000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:29.217543000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:38.971713000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:48.125679999,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:54.364907000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:52:57.919434000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:07.090342000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:11.201551000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:20.367997000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:27.006259000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:48.813092000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:53:55.435963000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:01.677345000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:12.968873000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:22.122365000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:30.892415000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:37.518163000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:54:46.283162000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:08.122312000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:14.443206000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:20.525814000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:29.727140000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:38.926602000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:50.656434000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:55:57.327233000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:06.526171000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:13.199308000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:22.366116000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:29.038522000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:38.206092000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:47.406205000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:56:54.078599000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:57:00.718382000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:57:14.939151000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:57:22.205575000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:57:28.844073000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:57:32.398115000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:57:39.038252000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:57:53.263179000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:57:57.999030000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:58:04.638348000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,41,1,2018-03-26 18:58:10.877172000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:58:19.646414000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:58:28.413100000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:58:35.085636000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',17,42,1,2018-03-26 18:58:41.168131000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:58:52.861996000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:00.124725000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:09.287141000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:17.933475000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:22.077077000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:28.717598000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,41,1,2018-03-26 18:59:35.357155000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:41.996072000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:48.238410000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 18:59:57.003814000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:05.768337000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:12.396979000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:18.637077000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:24.878513000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:31.118425000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:37.357906000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:46.125343000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:52.362995000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:00:58.446992000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,41,1,2018-03-26 19:01:10.178291000,pi4
 'gnfuv-temp-exp1-55d487b85b-j6z2v',16,42,1,2018-03-26 19:01:14.318448000,pi4
